name,mp,pp,claims,claim_mistakes,weighted_claim_mistakes,leads,lead_mistakes,weighted_lead_mistakes,cards_played_as_declarer,play_mistakes_as_declarer,weighted_play_mistakes_as_declarer,cards_played_as_defender,play_mistakes_as_defender,weighted_play_mistakes_as_defender,auctions_analyzed,defender_missed_current_double,weighted_defender_missed_current_double,defender_erroneously_doubled,weighted_defender_erroneously_doubled,defender_missed_higher_contract,weighted_defender_missed_higher_contract,declarer_missed_higher_contract,weighted_declarer_missed_higher_contract,declarer_missed_doubling_opponents_last_bid,weighted_declarer_missed_doubling_opponents_last_bid,declarer_missed_opponents_last_redouble,weighted_declarer_missed_opponents_last_redouble,declarer_missed_redoubling_opponents_erroneous_double,weighted_declarer_missed_redoubling_opponents_erroneous_double,declarer_missed_opponents_last_bid,weighted_declarer_missed_opponents_last_bid,declarer_erroneous_redouble,weighted_declarer_erroneous_redouble,passed_higher_contract,weighted_passed_higher_contract  
Debabrata Majumdar,463.0,1.0,88,0,0,18,5,610,298,8,1890,326,6,580,100,10.0,2050.0,1.0,550.0,8.0,2820.0,23.0,4780.0,5.0,2410.0,0,0,4.0,2200.0,1.0,60.0,0,0,0,0
Rahsidul Ghazi,8.0,0.5,14,2,130,5,2,270,46,3,130,40,1,50,15,2.0,300.0,0,0,1.0,930.0,5.0,1230.0,1.0,360.0,0,0,0,0,0,0,0,0,0,0
Tehsin Gheewala,8.0,0.5,14,3,160,2,0,0,66,2,500,43,1,20,15,2.0,300.0,0,0,1.0,930.0,5.0,1230.0,1.0,360.0,0,0,0,0,0,0,0,0,0,0
Bernard Donde,165.0,1.0,44,2,60,6,1,30,192,6,670,137,5,280,45,4.0,900.0,0,0,5.0,1280.0,14.0,5430.0,2.0,300.0,0,0,0,0,1.0,190.0,0,0,0,0
Daniel Zagorin,146.0,3.75,508,13,510,138,28,4600,1862,56,14160,1791,60,8910,533,74.0,11050.0,5.0,1300.0,47.0,15320.0,110.0,43420.0,41.0,22280.0,0,0,11.0,10380.0,14.0,3720.0,0,0,0,0
Abd el-Salam Saaid Ghoneim,34.0,0.5,113,2,1610,41,6,230,450,16,1890,440,8,1160,119,14.0,1300.0,1.0,240.0,15.0,5690.0,17.0,5120.0,6.0,4910.0,0,0,1.0,1300.0,2.0,460.0,0,0,0,0
Beth Palmer,60.0,0.0,14,2,130,3,1,60,95,6,1510,16,3,230,14,2.0,800.0,0,0,0,0,7.0,2390.0,0,0,0,0,1.0,350.0,1.0,300.0,0,0,0,0
Linda Cartner,0.0,0.0,26,0,0,7,2,490,101,2,110,129,3,160,30,5.0,350.0,0,0,3.0,1420.0,6.0,1850.0,3.0,900.0,0,0,0,0,0,0,0,0,0,0
Joan Eaton,0.0,0.0,153,5,1080,45,10,760,774,22,3220,718,17,3410,179,24.0,3250.0,0,0,25.0,6310.0,37.0,14550.0,12.0,7400.0,0,0,1.0,1300.0,2.0,140.0,0,0,0,0
Karen Cumpstone,0.0,0.0,76,1,20,24,4,770,328,9,1200,336,9,1530,89,12.0,1150.0,0,0,11.0,3370.0,18.0,6460.0,5.0,1740.0,0,0,1.0,1300.0,1.0,50.0,0,0,0,0
Katrin Litwin,0.0,0.0,28,0,0,7,1,30,128,6,1100,97,3,220,30,2.0,100.0,0,0,3.0,1500.0,8.0,3100.0,3.0,1170.0,0,0,0,0,0,0,0,0,0,0
Thomas Berg,0.0,0.0,14,0,0,3,0,0,34,0,0,45,1,750,15,4.0,450.0,0,0,0,0,3.0,1700.0,4.0,2090.0,0,0,0,0,0,0,0,0,0,0
Jerzy Russyan,19.0,0.0,409,10,680,106,14,3420,2162,74,12300,1631,32,5450,494,62.0,10400.0,2.0,550.0,33.0,8850.0,102.0,35550.0,39.0,23340.0,0,0,12.0,7620.0,10.0,1010.0,0,0,0,0
Lewis Finkel,0.0,0.0,96,1,190,19,2,220,491,20,2390,362,7,1010,105,20.0,3050.0,1.0,170.0,9.0,1220.0,27.0,9090.0,7.0,2770.0,0,0,0,0,0,0,0,0,0,0
Franco Caviezel,12.0,0.0,14,0,0,2,0,0,53,5,200,48,2,60,15,1.0,50.0,0,0,4.0,1220.0,4.0,1200.0,1.0,250.0,0,0,0,0,0,0,0,0,0,0
Franco Cedolin,12.0,0.0,38,3,690,15,0,0,191,5,1610,133,3,120,44,4.0,550.0,0,0,8.0,2260.0,13.0,4080.0,2.0,300.0,0,0,0,0,0,0,0,0,1,90
Herbert Klumpp,14.0,0.0,79,5,610,20,6,960,377,17,2610,361,7,380,90,11.0,2750.0,1.0,150.0,10.0,1860.0,21.0,9110.0,9.0,3150.0,0,0,0,0,0,0,0,0,0,0
Larry Kozlove,1.0,0.0,92,1,100,27,7,1820,381,9,1050,428,8,1630,116,24.0,3800.0,1.0,590.0,12.0,3180.0,16.0,7430.0,10.0,3700.0,0,0,1.0,670.0,0,0,0,0,0,0
Danuta Kazmucha,125.0,0.0,284,6,1350,80,18,4990,1379,24,4650,1229,28,5150,327,41.0,9400.0,0,0,28.0,7760.0,68.0,25530.0,26.0,14590.0,0,0,5.0,2850.0,0,0,0,0,0,0
Kristina Wahyu (Nana) Murniati,12.0,0.0,274,3,1510,88,22,4890,1163,32,4740,1291,26,3610,301,47.0,7150.0,3.0,720.0,33.0,6660.0,55.0,19440.0,21.0,10760.0,0,0,7.0,3310.0,1.0,90.0,0,0,0,0
Suci Amita Dewi,12.0,0.0,274,1,50,77,15,1930,1037,34,3670,1310,31,3060,301,47.0,7150.0,3.0,720.0,33.0,6660.0,55.0,19440.0,21.0,10760.0,0,0,7.0,3310.0,1.0,90.0,0,0,0,0
Julita Grace (Joice) Tueje,18.0,0.0,316,3,880,82,16,2410,1562,43,6210,1298,32,6190,344,43.0,7050.0,1.0,490.0,32.0,8460.0,77.0,28320.0,30.0,10920.0,0,0,4.0,1930.0,3.0,380.0,0,0,2,220
Angela De Biasio,0.0,0.0,24,0,0,5,3,330,127,4,820,110,3,90,30,4.0,400.0,0,0,5.0,1480.0,8.0,2380.0,1.0,420.0,0,0,0,0,0,0,0,0,1,140
Donatella Gigliotti,0.0,0.0,24,0,0,9,1,240,109,2,800,106,4,1040,30,4.0,400.0,0,0,5.0,1480.0,8.0,2380.0,1.0,420.0,0,0,0,0,0,0,0,0,1,140
Bill Haughie,7.0,0.0,100,4,600,25,4,700,487,12,3820,406,14,3360,117,20.0,2550.0,0,0,10.0,3050.0,17.0,5640.0,10.0,7430.0,0,0,3.0,2190.0,0,0,0,0,0,0
Peter Buchen,35.0,0.0,42,0,0,11,2,730,201,6,1800,156,1,30,45,4.0,600.0,1.0,200.0,6.0,1560.0,10.0,1480.0,3.0,2980.0,0,0,1.0,680.0,0,0,0,0,0,0
Dror Padon,1482.0,5.0,16,0,0,8,3,410,73,2,130,79,0,0,16,4.0,400.0,0,0,0,0,3.0,270.0,1.0,700.0,0,0,0,0,1.0,930.0,0,0,0,0
Joshua Donn,12.0,0.0,131,2,80,40,10,3470,329,12,1410,449,16,3620,132,23.0,3050.0,0,0,11.0,3010.0,28.0,9470.0,8.0,2290.0,0,0,1.0,810.0,2.0,1080.0,0,0,1,80
Jill Levin,0.0,0.0,295,2,50,78,9,1770,1163,25,5060,1145,21,1430,328,43.0,8550.0,1.0,160.0,19.0,6630.0,74.0,28340.0,27.0,14130.0,0,0,5.0,3900.0,7.0,1250.0,0,0,0,0
Nedju Buchlev,7.0,0.0,22,0,0,4,0,0,99,5,160,70,2,230,22,1.0,50.0,0,0,1.0,300.0,5.0,3020.0,5.0,3300.0,0,0,0,0,0,0,0,0,0,0
Fabrizio Hugony,69.0,0.0,110,5,190,28,9,1540,464,19,3340,301,8,1920,113,15.0,2250.0,0,0,5.0,1410.0,26.0,11620.0,9.0,7390.0,0,0,4.0,2350.0,1.0,120.0,0,0,0,0
Francesco Saverio VINCI,69.0,0.0,65,2,80,15,3,110,249,22,3950,188,7,600,68,10.0,1300.0,0,0,3.0,560.0,15.0,8880.0,6.0,4910.0,0,0,2.0,1110.0,1.0,120.0,0,0,0,0
Ian Harvey,2.0,0.5,19,0,0,4,2,230,107,1,450,135,4,110,29,4.0,450.0,0,0,2.0,150.0,3.0,620.0,4.0,850.0,0,0,0,0,0,0,0,0,0,0
Ian Pagan,0.0,0.0,30,0,0,9,1,190,139,11,810,105,2,230,30,4.0,450.0,0,0,0,0,5.0,1390.0,4.0,2470.0,0,0,0,0,0,0,0,0,0,0
Anne Symons,0.0,0.0,94,4,350,29,5,440,416,13,1740,402,14,1940,103,14.0,2650.0,0,0,13.0,3950.0,20.0,6990.0,8.0,2820.0,0,0,4.0,2200.0,2.0,380.0,0,0,0,0
Mike Pownall,0.0,0.0,108,3,330,28,4,540,452,13,2760,460,14,3180,116,13.0,1700.0,0,0,9.0,3730.0,24.0,10010.0,9.0,5210.0,0,0,2.0,860.0,2.0,400.0,0,0,1,80
Stefano Caiti,0.0,0.0,25,0,0,8,1,700,127,7,310,73,1,30,27,4.0,550.0,0,0,3.0,1080.0,5.0,3170.0,1.0,170.0,0,0,0,0,0,0,0,0,0,0
Maurizio Pattacini,0.0,1.0,25,0,0,6,2,60,76,0,0,71,2,70,27,4.0,550.0,0,0,3.0,1080.0,5.0,3170.0,1.0,170.0,0,0,0,0,0,0,0,0,0,0
Carla Gianardi,0.0,0.0,90,1,60,22,1,100,317,8,1320,378,7,780,97,9.0,1300.0,0,0,17.0,4140.0,23.0,8460.0,5.0,1640.0,0,0,1.0,700.0,1.0,100.0,0,0,0,0
Giancarlo Astore,0.0,0.0,85,4,1130,27,4,870,404,15,2050,299,5,930,92,15.0,1700.0,0,0,7.0,2460.0,19.0,5730.0,11.0,3790.0,1.0,300.0,0,0,2.0,70.0,0,0,0,0
Janusz Makaruk,28.0,0.0,10,0,0,3,1,50,62,1,30,30,2,60,11,1.0,200.0,0,0,0,0,3.0,1480.0,1.0,960.0,0,0,1.0,290.0,0,0,0,0,0,0
Dominik Filipowicz,136.0,0.0,115,1,30,30,5,840,478,9,840,378,10,3220,126,19.0,2500.0,0,0,5.0,1490.0,30.0,11290.0,10.0,3940.0,0,0,3.0,2140.0,2.0,750.0,0,0,0,0
Piotr Zak,159.0,4.0,27,2,260,7,3,330,128,3,230,83,2,150,27,5.0,800.0,0,0,4.0,300.0,6.0,1410.0,3.0,1350.0,0,0,0,0,0,0,0,0,0,0
Jaroslaw Cieslak,17.0,0.0,43,1,100,9,1,300,123,4,370,161,10,1920,43,7.0,1600.0,0,0,2.0,410.0,6.0,1950.0,6.0,4400.0,0,0,0,0,0,0,0,0,0,0
Gal Gerstner,27.0,0.0,73,4,780,21,6,1470,341,8,1260,295,9,2340,88,9.0,1750.0,0,0,8.0,3020.0,19.0,8470.0,3.0,1450.0,0,0,0,0,3.0,500.0,0,0,0,0
Vanessa Reess,37.0,1.0,19,0,0,4,0,0,90,4,940,75,1,50,19,5.0,1000.0,0,0,1.0,500.0,3.0,1720.0,1.0,400.0,0,0,1.0,770.0,0,0,0,0,0,0
Natalia Sakowska,0.0,0.0,110,4,190,29,7,1630,506,12,850,459,11,1100,126,21.0,4550.0,0,0,7.0,1050.0,27.0,9730.0,10.0,5350.0,0,0,2.0,980.0,0,0,0,0,0,0
Nathalie Saada,0.0,0.0,21,1,30,8,2,500,110,6,180,123,5,2280,28,4.0,600.0,1.0,90.0,2.0,980.0,7.0,2770.0,3.0,2550.0,0,0,1.0,820.0,0,0,0,0,0,0
Joanna Taczewska,10.0,0.0,120,3,750,42,7,2150,527,12,2220,503,15,1350,137,19.0,4200.0,0,0,8.0,1790.0,27.0,11350.0,10.0,6300.0,0,0,3.0,3010.0,3.0,840.0,0,0,1,110
Kasper Konow,228.0,0.0,249,10,1620,60,12,5500,1058,39,4940,822,18,3070,268,47.0,7400.0,1.0,240.0,22.0,6360.0,51.0,17200.0,19.0,11280.0,1.0,1200.0,3.0,2980.0,4.0,1730.0,0,0,0,0
Thor Erik Hoftaniska,408.0,0.0,242,3,750,74,18,2620,878,26,2880,885,20,2220,263,32.0,5500.0,1.0,170.0,20.0,5110.0,58.0,20600.0,21.0,10200.0,0,0,7.0,4000.0,5.0,540.0,0,0,0,0
Vera Adut,0.0,0.0,25,2,80,6,1,20,114,3,530,101,3,630,28,4.0,800.0,0,0,1.0,640.0,5.0,2410.0,4.0,570.0,1.0,450.0,0,0,1.0,700.0,0,0,0,0
Belis Atalay,0.0,0.0,35,3,650,11,4,610,158,8,1090,168,6,1650,43,7.0,1000.0,0,0,2.0,1380.0,10.0,4370.0,4.0,570.0,1.0,450.0,0,0,1.0,700.0,0,0,0,0
Stine Holmoy,0.0,0.0,14,0,0,6,1,730,16,0,0,83,3,780,16,3.0,450.0,0,0,1.0,10.0,3.0,880.0,1.0,400.0,0,0,0,0,0,0,0,0,0,0
Mustafa Cem Tokay,98.0,0.0,256,9,2010,59,11,1480,910,34,5960,851,23,3340,283,39.0,6150.0,1.0,170.0,27.0,5990.0,65.0,21320.0,25.0,12430.0,0,0,7.0,7270.0,2.0,720.0,0,0,0,0
Pedro Pratas,4.0,0.0,19,1,60,2,0,0,29,1,30,49,0,0,19,0,0,0,0,2.0,50.0,4.0,1490.0,3.0,1460.0,0,0,1.0,240.0,0,0,0,0,0,0
Eric Debus,25.0,0.0,38,1,30,3,0,0,172,11,4260,163,4,150,38,4.0,700.0,0,0,2.0,220.0,6.0,1950.0,2.0,1100.0,0,0,1.0,250.0,0,0,0,0,0,0
Nuno Damaso,4.0,0.0,19,1,30,4,1,30,173,5,150,47,0,0,19,0,0,0,0,2.0,50.0,4.0,1490.0,3.0,1460.0,0,0,1.0,240.0,0,0,0,0,0,0
Raf Vermeiren,8.0,0.0,72,4,360,14,1,720,164,6,1120,247,3,420,74,19.0,2950.0,1.0,230.0,2.0,200.0,19.0,7060.0,4.0,960.0,0,0,0,0,0,0,0,0,0,0
Jo o Silva Neto,0.0,0.0,19,0,0,4,1,30,42,0,0,79,1,30,19,2.0,600.0,0,0,0,0,3.0,440.0,3.0,1240.0,0,0,0,0,0,0,0,0,0,0
O Wademark,0.0,0.0,19,0,0,2,0,0,31,2,60,29,0,0,19,0,0,0,0,1.0,150.0,6.0,1550.0,1.0,450.0,0,0,1.0,390.0,0,0,0,0,0,0
Asli Acar,0.0,0.0,174,1,500,63,7,1850,627,34,5290,873,14,1630,198,49.0,6800.0,0,0,12.0,2560.0,31.0,13240.0,9.0,4530.0,0,0,5.0,2560.0,2.0,150.0,0,0,0,0
Berrak Erkan,0.0,0.0,115,0,0,36,12,360,192,0,0,488,12,1560,115,31.0,4000.0,0,0,6.0,900.0,18.0,8640.0,0,0,0,0,0,0,0,0,0,0,0,0
Aigars Germanis,4.0,0.0,55,0,0,11,2,750,206,9,1740,164,6,810,55,7.0,1150.0,1.0,230.0,3.0,310.0,9.0,2230.0,4.0,910.0,1.0,3340.0,2.0,-340.0,2.0,1100.0,0,0,0,0
Jurijs Balasovs,32.0,0.0,30,0,0,7,1,60,132,3,850,116,4,210,34,7.0,1400.0,1.0,590.0,1.0,120.0,7.0,2280.0,0,0,0,0,2.0,1480.0,1.0,60.0,0,0,0,0
Yael TOPIOL,0.0,0.0,16,0,0,3,0,0,116,5,290,66,2,750,19,4.0,400.0,0,0,1.0,40.0,5.0,2040.0,0,0,0,0,2.0,1310.0,0,0,0,0,0,0
Els Toutenel,8.0,0.0,19,0,0,5,2,1560,89,3,1600,68,2,230,19,3.0,300.0,0,0,2.0,280.0,4.0,570.0,0,0,0,0,0,0,0,0,0,0,0,0
Tine Dobbels,0.0,0.0,86,2,220,22,1,160,218,4,560,346,8,1470,93,15.0,2150.0,2.0,320.0,10.0,1960.0,15.0,3810.0,6.0,2780.0,0,0,0,0,0,0,0,0,0,0
Draganka Georgieva,0.0,0.0,15,0,0,6,3,160,96,0,0,91,5,430,19,3.0,700.0,0,0,3.0,420.0,3.0,1120.0,1.0,600.0,0,0,0,0,0,0,0,0,0,0
Katarzyna Dufrat,115.0,0.0,228,5,1040,68,6,1050,869,38,7920,906,20,3530,262,36.0,6300.0,0,0,20.0,5540.0,52.0,19030.0,21.0,13270.0,1.0,850.0,4.0,4890.0,2.0,680.0,0,0,0,0
Koos Vrieze,0.0,0.0,95,2,180,23,4,1640,392,9,2110,414,13,1260,105,14.0,2050.0,0,0,14.0,4010.0,25.0,6910.0,9.0,5110.0,0,0,0,0,2.0,100.0,0,0,0,0
Loek Verhees Sr,0.0,0.0,66,0,0,12,1,40,262,6,200,267,4,490,75,7.0,700.0,0,0,6.0,1810.0,17.0,7120.0,8.0,4230.0,0,0,0,0,2.0,1330.0,0,0,0,0
Ivan Tsonchev,108.0,0.0,19,0,0,4,1,30,37,2,1150,61,1,470,19,0,0,0,0,2.0,350.0,7.0,1720.0,1.0,600.0,0,0,0,0,0,0,0,0,0,0
Yvonne Wiseman,0.0,0.0,16,0,0,3,1,100,67,2,150,97,3,180,19,3.0,700.0,0,0,5.0,690.0,1.0,160.0,3.0,1910.0,0,0,1.0,1300.0,0,0,0,0,0,0
Alvydas Saulis,2.0,0.0,17,0,0,4,0,0,147,7,370,29,0,0,19,1.0,100.0,0,0,0,0,10.0,3030.0,2.0,2950.0,0,0,0,0,0,0,0,0,0,0
Yuliy Chumak,47.0,0.0,19,1,20,5,2,200,47,2,490,50,1,100,19,2.0,600.0,0,0,0,0,8.0,3310.0,0,0,0,0,0,0,0,0,0,0,0,0
Oleg Rovyshyn,47.0,0.0,19,1,20,2,1,30,135,6,3550,54,3,90,19,2.0,600.0,0,0,0,0,8.0,3310.0,0,0,0,0,0,0,0,0,0,0,0,0
Thierry De Mendez,7.0,0.0,18,0,0,9,4,1250,69,3,90,73,1,100,19,5.0,1700.0,0,0,1.0,370.0,5.0,2030.0,0,0,0,0,0,0,0,0,0,0,1,980
Anton Negoescu,127.0,0.0,14,2,60,3,0,0,105,3,1600,19,1,30,14,0,0,0,0,3.0,1290.0,6.0,2980.0,1.0,1000.0,0,0,1.0,290.0,1.0,60.0,0,0,0,0
Sven-Ake Bjerregard,4.0,4.5,178,1,1080,51,9,670,906,26,2390,825,17,1900,224,38.0,6250.0,1.0,150.0,12.0,3570.0,44.0,17020.0,16.0,7850.0,0,0,4.0,1980.0,1.0,670.0,0,0,0,0
Cetin Sener Gebeceli,0.0,0.0,15,0,0,2,1,720,64,2,60,13,0,0,15,2.0,150.0,0,0,0,0,4.0,1660.0,3.0,1060.0,0,0,0,0,0,0,0,0,0,0
Mehmet Emin Copur,0.0,0.0,15,0,0,1,1,30,119,1,30,13,0,0,15,2.0,150.0,0,0,0,0,4.0,1660.0,3.0,1060.0,0,0,0,0,0,0,0,0,0,0
Rumen Mantchev,15.0,0.0,18,0,0,4,0,0,180,6,350,68,2,60,30,3.0,350.0,0,0,2.0,130.0,9.0,3230.0,2.0,1300.0,0,0,0,0,0,0,0,0,0,0
Georgi Gergov,15.0,0.0,18,0,0,5,2,60,147,4,100,67,4,330,30,3.0,350.0,0,0,2.0,130.0,9.0,3230.0,2.0,1300.0,0,0,0,0,0,0,0,0,0,0
Jim Luck,0.0,0.0,15,2,90,4,0,0,77,3,90,51,1,300,16,2.0,100.0,0,0,3.0,2070.0,7.0,2220.0,2.0,820.0,0,0,1.0,690.0,0,0,0,0,0,0
Peter Friedland,21.0,0.0,120,4,740,30,9,2940,480,19,4150,401,10,1720,126,16.0,2750.0,1.0,150.0,5.0,770.0,24.0,9330.0,9.0,1910.0,0,0,2.0,1500.0,3.0,460.0,0,0,0,0
Allan Falk,5.0,0.0,134,2,60,38,5,240,436,18,2930,451,7,1140,137,19.0,3000.0,0,0,15.0,4130.0,33.0,12030.0,11.0,6830.0,0,0,1.0,700.0,1.0,170.0,0,0,0,0
Gregor Lewaciak,36.0,0.0,16,0,0,2,1,450,103,3,280,57,1,450,16,2.0,150.0,0,0,0,0,3.0,2450.0,0,0,0,0,1.0,610.0,0,0,0,0,0,0
Magdalena Ticha,92.0,0.5,176,1,20,41,10,5070,806,23,3040,570,14,1300,206,27.0,4650.0,1.0,150.0,14.0,3700.0,62.0,21660.0,10.0,7540.0,0,0,6.0,5580.0,0,0,0,0,0,0
Michal Gulczynski,28.0,0.0,55,3,100,18,3,800,150,7,850,185,4,210,58,10.0,1850.0,0,0,9.0,2040.0,16.0,4160.0,5.0,2630.0,0,0,0,0,1.0,930.0,0,0,0,0
Adam Grossack,466.0,0.5,13,0,0,3,2,1320,37,2,130,65,1,30,15,1.0,50.0,0,0,2.0,1670.0,2.0,520.0,0,0,0,0,1.0,270.0,1.0,90.0,0,0,0,0
Zachary Grossack,192.0,0.5,13,0,0,5,2,60,78,2,340,63,1,30,15,1.0,50.0,0,0,2.0,1670.0,2.0,520.0,0,0,0,0,1.0,270.0,1.0,90.0,0,0,0,0
Jean-Marc Roudinesco,1302.0,5.5,0,0,0,2,2,70,53,0,0,23,0,0,7,1.0,200.0,0,0,0,0,1.0,890.0,3.0,700.0,0,0,0,0,0,0,0,0,0,0
Claude Delmouly,1411.0,7.5,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,2.0,530.0,0,0,0,0,1.0,250.0,0,0,0,0,0,0
Hongli Wang,15.0,0.0,52,2,720,17,4,1350,176,7,930,214,2,1770,52,9.0,1000.0,0,0,6.0,3590.0,11.0,5200.0,5.0,1980.0,0,0,0,0,1.0,10.0,0,0,0,0
Juanita Chambers,0.0,0.0,38,1,30,10,0,0,104,3,970,113,3,760,38,6.0,1300.0,0,0,2.0,390.0,9.0,2060.0,3.0,1070.0,0,0,0,0,0,0,0,0,0,0
Qinghong Zhou,32.0,0.0,19,0,0,6,1,50,60,3,90,75,1,350,19,3.0,550.0,0,0,2.0,600.0,5.0,1230.0,3.0,970.0,0,0,0,0,0,0,0,0,0,0
Morris Chang,0.0,0.0,38,0,0,9,2,160,65,3,1010,129,4,730,38,4.0,1200.0,0,0,2.0,400.0,5.0,1820.0,7.0,6000.0,0,0,0,0,0,0,0,0,0,0
Fei Gao,15.0,0.0,28,0,0,6,1,30,114,6,1590,135,4,200,28,4.0,450.0,0,0,3.0,330.0,6.0,1730.0,1.0,250.0,0,0,1.0,950.0,0,0,0,0,0,0
Yuegang Kuang,95.0,0.0,19,0,0,7,2,260,37,2,200,98,4,1770,19,4.0,500.0,0,0,3.0,1100.0,4.0,1180.0,0,0,0,0,0,0,0,0,0,0,0,0
Samuel Wan,184.0,1.5,49,0,0,14,4,810,149,5,1790,190,5,350,84,13.0,2600.0,0,0,10.0,2320.0,19.0,9230.0,8.0,4990.0,0,0,3.0,3360.0,2.0,80.0,0,0,0,0
Yiping Lu,71.0,0.0,19,0,0,7,1,450,31,3,1040,73,9,2200,19,3.0,250.0,0,0,2.0,1300.0,4.0,610.0,0,0,0,0,1.0,1380.0,0,0,0,0,0,0
Guoxu Zhang,24.0,0.0,11,0,0,4,2,130,20,1,470,73,1,140,11,2.0,350.0,0,0,1.0,1210.0,3.0,1060.0,0,0,0,0,0,0,0,0,0,0,0,0
Shi Rock Yan,24.0,0.0,11,0,0,4,1,30,24,1,160,76,3,860,11,2.0,350.0,0,0,1.0,1210.0,3.0,1060.0,0,0,0,0,0,0,0,0,0,0,0,0
Wang Jian,0.0,0.0,3,0,0,1,0,0,22,1,190,22,0,0,3,1.0,600.0,0,0,1.0,220.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zhenyi He,20.0,0.0,4,0,0,2,1,30,14,1,100,21,0,0,4,0,0,0,0,1.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qiang Zhang,9.0,0.0,4,0,0,1,0,0,0,0,0,23,0,0,4,0,0,0,0,1.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jianfeng Peng,26.0,0.0,3,0,0,1,1,30,16,0,0,10,0,0,3,0,0,0,0,0,0,1.0,170.0,0,0,0,0,0,0,0,0,0,0,0,0
Kaijian Pan,0.0,0.0,19,0,0,9,1,470,47,4,950,103,3,110,19,6.0,1050.0,0,0,3.0,770.0,3.0,1470.0,0,0,0,0,0,0,0,0,0,0,0,0
Steven De Donder,158.0,0.0,95,2,230,33,4,810,392,10,1170,323,6,640,100,13.0,1950.0,2.0,320.0,11.0,2580.0,19.0,6120.0,8.0,3280.0,0,0,0,0,2.0,990.0,0,0,0,0
Piotr Kucharski,15.0,0.0,19,1,720,8,2,1540,26,0,0,77,1,30,19,2.0,400.0,0,0,2.0,480.0,3.0,760.0,0,0,0,0,0,0,0,0,0,0,0,0
Mathias Moeller LARSEN,0.0,0.0,57,0,0,17,5,870,321,9,1220,181,2,130,57,9.0,1300.0,1.0,90.0,0,0,14.0,4190.0,4.0,1510.0,0,0,1.0,350.0,2.0,780.0,0,0,0,0
Grainne Barton,0.0,0.0,34,0,0,10,2,90,138,9,1480,172,3,160,34,4.0,1000.0,0,0,3.0,1170.0,6.0,1660.0,3.0,690.0,0,0,0,0,0,0,0,0,0,0
Olivier La Spada,13.0,0.0,19,0,0,8,1,30,54,1,220,107,3,290,19,4.0,550.0,0,0,0,0,0,0,2.0,460.0,0,0,1.0,1410.0,0,0,0,0,0,0
Ruggiero Guariglia,4.0,0.0,36,3,270,6,2,1570,186,4,150,118,3,410,37,3.0,350.0,1.0,90.0,5.0,570.0,8.0,2260.0,3.0,1800.0,0,0,0,0,1.0,160.0,0,0,0,0
Furio Di Bello,6.0,0.0,97,3,2140,32,2,290,397,17,3220,341,9,1810,102,8.0,800.0,1.0,150.0,8.0,2770.0,25.0,9240.0,5.0,2130.0,1.0,450.0,0,0,0,0,0,0,0,0
Stelio Di Bello,93.0,0.5,97,0,0,21,7,650,338,18,3200,358,12,2520,102,8.0,800.0,1.0,150.0,8.0,2770.0,25.0,9240.0,5.0,2130.0,1.0,450.0,0,0,0,0,0,0,0,0
Evgueni Solntsev,2.0,0.0,37,2,330,13,2,800,35,3,420,191,8,1520,38,6.0,700.0,0,0,5.0,2230.0,4.0,380.0,1.0,700.0,0,0,1.0,810.0,2.0,430.0,0,0,1,110
Yuri Andreev,0.0,0.0,185,0,0,65,16,4320,604,18,2720,810,10,850,200,26.0,3050.0,0,0,19.0,4770.0,35.0,12290.0,11.0,5370.0,1.0,1400.0,0,0,4.0,1320.0,0,0,0,0
Barry Wade,0.0,0.0,19,0,0,5,1,50,81,6,1320,67,2,350,19,3.0,600.0,0,0,1.0,250.0,3.0,740.0,1.0,350.0,0,0,2.0,770.0,1.0,220.0,0,0,0,0
Nathalie Frey,31.0,0.0,37,0,0,5,0,0,110,3,90,117,1,90,37,1.0,300.0,0,0,2.0,230.0,9.0,5760.0,7.0,1780.0,0,0,0,0,0,0,0,0,0,0
Micke Melander,0.0,0.0,20,0,0,3,0,0,137,5,190,41,0,0,20,1.0,100.0,0,0,2.0,240.0,5.0,2630.0,1.0,300.0,0,0,1.0,570.0,1.0,130.0,0,0,0,0
Godefroy De Tessieres,65.0,0.0,18,2,80,6,1,1530,29,0,0,78,4,980,19,4.0,250.0,0,0,1.0,220.0,0,0,4.0,2300.0,0,0,0,0,0,0,0,0,1,140
Jakub Kotorowicz,234.0,0.0,18,1,30,6,2,590,110,5,1060,43,3,270,19,1.0,200.0,0,0,2.0,540.0,6.0,2190.0,1.0,660.0,0,0,0,0,0,0,0,0,0,0
Krzysztof Kotorowicz,438.0,1.5,18,0,0,1,0,0,20,1,100,48,2,60,19,1.0,200.0,0,0,2.0,540.0,6.0,2190.0,1.0,660.0,0,0,0,0,0,0,0,0,0,0
Espen Lindqvist,591.0,3.0,19,0,0,3,0,0,48,0,0,62,5,220,19,3.0,550.0,0,0,1.0,220.0,5.0,3090.0,1.0,360.0,0,0,0,0,0,0,0,0,0,0
Andres Donath,0.0,0.0,8,1,30,1,1,950,39,1,500,36,0,0,8,0,0,0,0,0,0,1.0,450.0,1.0,50.0,0,0,1.0,780.0,0,0,0,0,0,0
